FID,LGA,VM_PARCEL_,VM_PARCE_1,DATA_SOURC,OS_CATEGOR,OS_CATEG_2,OWNER_TYPE,PARK_NAME,OS_STATUS,OS_ACCESS,HA,WATER_BODY,OS_TYPE,OWNER_NAME,Image_URL,VPA_ID,SHAPE_Leng,SHAPE_Area
34617,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Chapman Street Reserve,Existing,Open,0.143700000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35797,0.001709045830709,0.000000147021261
34618,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Victoria Market Reserve,Existing,Open,0.191500000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35288,0.001631861388881,0.000000195940306
34619,MELBOURNE,NO DATA,"204178571",VEAC25 process,Parks and gardens,Not applicable,Crown,Kings Domain South (Latrobe Cottage and Herring Oval),Existing,Open,4.033900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35927,0.009406688854660,0.000004128492285
34626,MELBOURNE,18~19\PP2541,"151299485",VM CL Parcels,Natural and semi-natural open space,Not applicable,Crown,Wildlife Sanctuary,Existing,Open,1.563800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35799,0.007956629733160,0.000001599747234
34631,MELBOURNE,1~13B\PP2796F,"204106478",VM Parcels,Parks and gardens,Not applicable,Crown,Errol Street Reserve,Existing,Open,0.053500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35293,0.001102316915360,0.000000054746777
34636,MELBOURNE,2107\PP2541,"210220379",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Victoria Harbour,Existing,Open,1.501500000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35600,0.005369084626483,0.000001536435790
34638,MELBOURNE,4A~1A\PP2541,"151297153",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Wildlife Sanctuary,Existing,Open,0.143300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35295,0.001817375446542,0.000000146600709
34642,MELBOURNE,2021\PP3083,"211908382",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,2.093300000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35930,0.007794796180835,0.000002142068841
34648,MELBOURNE,V\PP5514D,"202947597",VM CL Parcels,Parks and gardens,Regional link,Crown,The Kings Domain and Tan,Existing,Open,5.054300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35931,0.039188848412056,0.000005172309842
34653,MELBOURNE,2021\PP3083,"211908382",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.995000000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35932,0.005087584552134,0.000001018230003
34654,MELBOURNE,RES1\PS434884,"211565061",VM Parcels,Natural and semi-natural open space,Regional link,Local government,Maribyrnong River Bike Trail,Existing,Open,0.033700000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35299,0.001866662824255,0.000000034425750
34658,MELBOURNE,2026\PP3084,"211909880",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,1.546700000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35933,0.008821331896451,0.000001582796178
34666,MELBOURNE,2360\PP2796,"206455797",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park Wetlands and Bushland,Existing,Open,7.670900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35935,0.017020174702184,0.000007845485974
34671,MELBOURNE,9B~D\PP2796J,"204114087",VM CL Parcels,Parks and gardens,Not applicable,Crown,The Avenue Reserve (North),Existing,Open,0.191600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35514,0.002069893890312,0.000000195964159
34678,MELBOURNE,B\PP5514D,"52563653",VM CL Parcels,Parks and gardens,Not applicable,Crown,Queen Victoria Gardens & Memorial Statue,Existing,Open,3.434300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35938,0.012151041445705,0.000003514389503
34690,MELBOURNE,17B~1B\PP2541,"150888708",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.668600000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35519,0.005091257873451,0.000000684114437
34692,MELBOURNE,J\PP5514D,"52563597",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Botanic Gardens - Melbourne,Existing,Open,34.561100000000003,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35941,0.027274524008721,0.000035370974504
34696,MELBOURNE,RES1\PS341330,"215172298",Melbourne City Council Park Status,Recreation corridor,Local link,Local government,Westbourne Road Reserve,Existing,Open,0.028300000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35942,0.001227102610558,0.000000028980712
34697,MELBOURNE,2274\PP2796,"202688020",Manual addition,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,0.007400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35614,0.000609164114522,0.000000007550164
34698,MELBOURNE,A~A\PP2796G,"2027037",VM CL Parcels,Parks and gardens,Neighbourhood link,Crown,Ievers Reserve,Existing,Open,0.544400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35521,0.003697484424238,0.000000556862507
34700,MELBOURNE,2026\PP3084,"211909880",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.980100000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35943,0.006429044819076,0.000001002951177
34701,MELBOURNE,1\PS427739,"52806862",Manual addition,Parks and gardens,Not applicable,Local government,Royal Park,Existing,Open,0.003800000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35615,0.000319567040074,0.000000003879653
34702,MELBOURNE,2366\PP2541,"220819430",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Maribyrnong,Existing,Open,1.199100000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35522,0.008014134876580,0.000001226704922
34704,MELBOURNE,2356\PP2796,"206449529",Manual addition,Sportsfields and organised recreation,Not applicable,Crown,Poplar Oval,Existing,Open,2.359600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,35944,0.009644838511651,0.000002413247038
34705,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Park Street Reserve,Existing,Open,0.271400000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35616,0.006533447573245,0.000000277537792
34710,MELBOURNE,1~P\PP2796G,"151488401",VM CL Parcels,Parks and gardens,Neighbourhood link,Crown,Ievers Reserve,Existing,Open,0.338600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35524,0.002406550843084,0.000000346363767
34712,MELBOURNE,NO DATA,"206278174",VEAC25 process,Parks and gardens,Not applicable,Crown,Kings Domain South (Monash and Malta Monuments),Existing,Open,2.217500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35946,0.013963948415620,0.000002269345402
34713,MELBOURNE,RES4\LP216438,"211480810",VM Parcels,Parks and gardens,Not applicable,Local government,Kensington Hall Reserve,Existing,Open,0.009400000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35618,0.001043356452352,0.000000009575871
34714,MELBOURNE,17A~1B\PP2541,"150888723",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Swanson Dock,Existing,Closed,20.306600000000000,,Restricted public land,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35525,0.022425917966490,0.000020776815187
34716,MELBOURNE,2149\PP2541,"211913694",VM CL Parcels,Natural and semi-natural open space,Not applicable,Crown,Moonee Ponds Creek Frontage - Melbourne,Existing,Open,0.150800000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35947,0.003080463803015,0.000000154302319
34717,MELBOURNE,RES2\PS509284,"209177413",VM Parcels,Recreation corridor,Neighbourhood link,Local government,Riverside Park,Existing,Open,0.060400000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35619,0.001523270596065,0.000000061776570
34721,MELBOURNE,RES18\PS340235,"202834349",Melbourne City Council Park Status,Parks and gardens,Not applicable,Local government,Riverside Park,Existing,Open,0.175400000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35620,0.003846364398498,0.000000179381838
34722,MELBOURNE,15~D\PP5514B,"2028027",VM CL Parcels,Parks and gardens,Not applicable,Crown,Howard & William Street Reserve,Existing,Open,0.025700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35527,0.000749202939759,0.000000026247156
34725,MELBOURNE,RES1\PS539860,"212241360",VM Parcels,Parks and gardens,Local link,Local government,Westbourne Road Reserve,Existing,Open,0.006600000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35621,0.000541676607670,0.000000006708724
34726,MELBOURNE,2015\PP2541,"213439845",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.057300000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35528,0.001540214680737,0.000000058682322
34728,MELBOURNE,2021\PP3083,"211908382",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,1.347300000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35950,0.008655836070816,0.000001378713812
34729,MELBOURNE,RES2\PS346749,"202834340",VM Parcels,Recreation corridor,Neighbourhood link,Local government,Riverside Park,Existing,Open,0.049200000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35622,0.001106717669099,0.000000050338941
34733,MELBOURNE,RES12\PS340235,"15309",VM Parcels,Recreation corridor,Local link,Local government,Kensington Banks Small Reserves,Existing,Open,0.011200000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35623,0.000672779029007,0.000000011448909
34734,MELBOURNE,40A\PP5514B,"203157897",VM CL Parcels,Parks and gardens,Not applicable,Crown,Flagstaff Gardens,Existing,Open,7.284700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35530,0.011302689428796,0.000007453294184
34736,MELBOURNE,2012\PP2541,"150800204",VM Parcels,Recreation corridor,Metropolitan link,Public authority,Moonee Ponds Creek Trail,Existing,Open,0.681200000000000,,Public open space,Docklands Authority,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35952,0.007892607025694,0.000000697016019
34737,MELBOURNE,RES1\PS341330,"215172298",Melbourne City Council Park Status,Parks and gardens,Not applicable,Local government,Peppercorn Park,Existing,Open,0.020500000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35624,0.001642060489409,0.000000020968012
34738,MELBOURNE,18~1B\PP2541,"212689569",Manual addition,Natural and semi-natural open space,Not applicable,Public authority,Moonee Ponds Creek,Existing,Open,2.535700000000000,Yes,Public open space,Port of Melbourne Corporation,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35531,0.011875484630746,0.000002594583454
34740,MELBOURNE,4~19D\PP5514A,"204134277",Manual addition,Natural and semi-natural open space,Metropolitan link,NO DATA,Stapely Parade Reserve,Existing,Open,0.566200000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35953,0.007696798954206,0.000000579484844
34742,MELBOURNE,13~K\PP5514B,"206073042",VM CL Parcels,Parks and gardens,Not applicable,Crown,Eades Park,Existing,Open,0.069900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35532,0.001051537376110,0.000000071496394
34744,MELBOURNE,2093\PP5514C,"202695687",VM Parcels,Parks and gardens,Not applicable,NO DATA,Stapely Parade Reserve,Existing,Open,0.051400000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35954,0.001738796164608,0.000000052576618
34746,MELBOURNE,2005\PP3083,"150800232",VM Parcels,Recreation corridor,Metropolitan link,Public authority,Moonee Ponds Creek Traill,Existing,Open,0.144400000000000,,Public open space,Docklands Authority,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35533,0.001899654189390,0.000000147727708
34750,MELBOURNE,15~K\PP5514B,"206073091",VM CL Parcels,Parks and gardens,Not applicable,Crown,Eades Park,Existing,Open,0.059400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35534,0.001237966504841,0.000000060728208
34758,MELBOURNE,1~31A\PP2796B,"1368356",VM CL Parcels,Parks and gardens,Not applicable,Crown,Lincoln Square,Existing,Open,1.326200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35536,0.004664049098492,0.000001356779589
34760,MELBOURNE,31~2\PP5514C,"203262136",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Enterprize Park,Existing,Open,0.900800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35958,0.009693936808326,0.000000921729332
34761,MELBOURNE,12H~57\PP3084B,"52685563",VM CL Parcels,Parks and gardens,Not applicable,Crown,Westgate Park,Existing,Open,0.328900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35630,0.002777798054498,0.000000336542531
34764,MELBOURNE,2021\PP3083,"211908382",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.643800000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35959,0.004943607798286,0.000000658789199
34765,MELBOURNE,2006\PP3084D,"52560891",VM CL Parcels,Parks and gardens,Not applicable,Crown,Grant Street Reserve,Existing,Open,0.254000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35631,0.003045902514580,0.000000259975445
34766,MELBOURNE,1~71A\PP2796B,"21565790",VM Parcels,Parks and gardens,Not applicable,Crown,University Square,Existing,Open,0.108900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35538,0.001667094296824,0.000000111411130
34768,MELBOURNE,2026\PP3084,"211909880",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.260200000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35960,0.002707580530579,0.000000266309239
34769,MELBOURNE,2037\PP5514C,"207404681",VM CL Parcels,Parks and gardens,Not applicable,Crown,Birrarung Marr,Existing,Open,0.343500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35632,0.003553176333966,0.000000351465114
34772,MELBOURNE,7~19D\PP5514A,"220863786",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Stapely Parade Reserve,Existing,Open,0.049600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35961,0.000987008296435,0.000000050779087
34773,MELBOURNE,2250\PP2796,"204024642",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park Wetlands,Existing,Open,0.004700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35633,0.000394957875050,0.000000004832440
34774,MELBOURNE,3~19A\PP2796B,"1390846",VM CL Parcels,Parks and gardens,Not applicable,Crown,Carlton Gardens South,Existing,Open,8.810900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35540,0.012582705538850,0.000009014390599
34776,MELBOURNE,2027\PP3084,"211909898",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,1.681100000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35962,0.010269094022879,0.000001720403397
34777,MELBOURNE,2019\PP2796,"206457261",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,0.106500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35634,0.001693510020733,0.000000108947624
34780,MELBOURNE,R\PP5514D,"206102901",VM CL Parcels,Parks and gardens,Metropolitan link,Crown,Alexandra Park,Existing,Open,1.949200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35963,0.019099824507975,0.000001994592529
34781,MELBOURNE,2030\PP5514D,"202696372",VM CL Parcels,Parks and gardens,Metropolitan link,Crown,Alexandra Park,Existing,Open,0.647400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35635,0.007051307802084,0.000000662546280
34782,MELBOURNE,22~6\PP5514C,"207443130",VM CL Parcels,Parks and gardens,Not applicable,Crown,Birrarung Marr,Existing,Open,0.024400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35542,0.001444710342421,0.000000024996222
